loc_rowid,pl_hostname,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_bmassj,st_dist,gaia_dist,st_teff,st_mass,pl_facility,,,,rowupdate
1882,Kepler-1399,Kepler-1399 b,Transit,1,1.63865306,,,1256,1441.87,5735,0.97,Kepler,,,,10-05-2016
1883,Kepler-14,Kepler-14 b,Transit,1,6.790123,,8.4,980,,6395,1.51,Kepler,,,,14-05-2014
1884,Kepler-140,Kepler-140 b,Transit,2,3.25427,0.045,,593.8,593.8,6077,,Kepler,,,,14-05-2014
1885,Kepler-140,Kepler-140 c,Transit,2,91.353282,0.414,,593.8,593.8,6077,,Kepler,,,,14-05-2014
1886,Kepler-1400,Kepler-1400 b,Transit,1,9.06689421,,,879,768.57,5044,0.83,Kepler,,,,10-05-2016
1887,Kepler-1401,Kepler-1401 b,Transit,1,11.20066445,,,1242,,5964,1.07,Kepler,,,,10-05-2016
1888,Kepler-1402,Kepler-1402 b,Transit,1,2.03387914,,,681,1560.94,5416,0.9,Kepler,,,,10-05-2016
1889,Kepler-1403,Kepler-1403 b,Transit,1,5.19492202,,,1801,2305.95,6060,1.11,Kepler,,,,10-05-2016
1890,Kepler-1404,Kepler-1404 b,Transit,1,15.9314739,,,946,987.88,5261,0.84,Kepler,,,,10-05-2016
1891,Kepler-1405,Kepler-1405 b,Transit,1,28.2274184,,,1605,1595.29,5925,1.05,Kepler,,,,10-05-2016
1892,Kepler-1406,Kepler-1406 b,Transit,1,11.62905828,,,587,1243.79,5892,1.05,Kepler,,,,10-05-2016
1893,Kepler-1407,Kepler-1407 b,Transit,1,20.0711504,,,1275,1454.62,6010,1.1,Kepler,,,,10-05-2016
1894,Kepler-1408,Kepler-1408 b,Transit,1,2.99793191,,,426,543.38,6170,1.21,Kepler,,,,10-05-2016
1895,Kepler-1409,Kepler-1409 b,Transit,1,0.76486493,,,722,709.02,5160,0.83,Kepler,,,,10-05-2016
1896,Kepler-141,Kepler-141 b,Transit,2,3.107675,0.039,,303.83,303.83,4910,,Kepler,,,,14-05-2014
1897,Kepler-141,Kepler-141 c,Transit,2,7.010606,0.067,,303.83,303.83,4910,,Kepler,,,,14-05-2014
1898,Kepler-1410,Kepler-1410 b,Transit,1,60.866168,,,367,,4092,0.63,Kepler,,,,10-05-2016
1899,Kepler-1411,Kepler-1411 b,Transit,1,86.1150888,,,1431,1744.25,5664,0.95,Kepler,,,,10-05-2016
1900,Kepler-1412,Kepler-1412 b,Transit,1,3.6146051,,,639,772.49,5880,1.06,Kepler,,,,10-05-2016
1901,Kepler-1413,Kepler-1413 b,Transit,1,13.1829642,,,1162,1204.75,5196,0.84,Kepler,,,,10-05-2016
1902,Kepler-1414,Kepler-1414 b,Transit,1,3.51576315,,,534,580.32,4951,0.8,Kepler,,,,10-05-2016
1903,Kepler-1415,Kepler-1415 b,Transit,1,0.63642408,,,1066,1075.01,5267,0.89,Kepler,,,,10-05-2016
1904,Kepler-1416,Kepler-1416 b,Transit,1,1.49514952,,,807,976.02,6019,1.09,Kepler,,,,10-05-2016
1905,Kepler-1417,Kepler-1417 b,Transit,1,20.3505213,,,656,1020.88,5839,1.02,Kepler,,,,10-05-2016
1906,Kepler-1418,Kepler-1418 b,Transit,1,22.4764425,,,499,,4770,0.77,Kepler,,,,10-05-2016
1907,Kepler-1419,Kepler-1419 b,Transit,1,42.5215895,,,1444,1562.01,5796,1.01,Kepler,,,,10-05-2016
1908,Kepler-142,Kepler-142 b,Transit,3,2.024152,0.032,,557.51,557.51,5790,,Kepler,,,,14-05-2014
1909,Kepler-142,Kepler-142 c,Transit,3,4.761702,0.057,,557.51,557.51,5790,,Kepler,,,,14-05-2014
1910,Kepler-142,Kepler-142 d,Transit,3,41.809118,0.242,,557.51,557.51,5790,,Kepler,,,,14-05-2014
1911,Kepler-1420,Kepler-1420 b,Transit,1,6.69960006,,,923,1084.09,5187,0.82,Kepler,,,,10-05-2016
1912,Kepler-1421,Kepler-1421 b,Transit,1,6.9131112,,,675,801.38,6335,1.25,Kepler,,,,10-05-2016
1913,Kepler-1422,Kepler-1422 b,Transit,1,18.6051942,,,2081,2664.73,6194,1.15,Kepler,,,,10-05-2016
1914,Kepler-1423,Kepler-1423 b,Transit,1,23.955378,,,449,,4939,0.79,Kepler,,,,10-05-2016
1915,Kepler-1424,Kepler-1424 b,Transit,1,29.6091744,,,620,828.35,5838,1.02,Kepler,,,,10-05-2016
1916,Kepler-1425,Kepler-1425 b,Transit,1,14.4541302,,,499,885.85,5718,0.97,Kepler,,,,10-05-2016
1917,Kepler-1426,Kepler-1426 b,Transit,1,14.2563227,,,1211,653.39,5831,1.02,Kepler,,,,10-05-2016
1918,Kepler-1427,Kepler-1427 b,Transit,1,0.96897238,,,1220,,5793,1.01,Kepler,,,,10-05-2016
1919,Kepler-1428,Kepler-1428 b,Transit,1,10.67607169,,,802,1600.61,6184,1.28,Kepler,,,,10-05-2016
1920,Kepler-1429,Kepler-1429 b,Transit,1,4.48487493,,,1156,1258.02,5902,1.05,Kepler,,,,10-05-2016
1921,Kepler-143,Kepler-143 b,Transit,2,16.007583,0.127,,828.71,828.71,5848,,Kepler,,,,14-05-2014
1922,Kepler-143,Kepler-143 c,Transit,2,27.082511,0.181,,828.71,828.71,5848,,Kepler,,,,14-05-2014
1923,Kepler-1430,Kepler-1430 b,Transit,1,2.46050993,,,541,483.19,4796,0.77,Kepler,,,,10-05-2016
1924,Kepler-1431,Kepler-1431 b,Transit,1,5.86601526,,,1270,1703.02,5806,1.03,Kepler,,,,10-05-2016
1925,Kepler-1432,Kepler-1432 b,Transit,1,23.9109011,,,1552,2318.86,6031,1.09,Kepler,,,,10-05-2016
1926,Kepler-1433,Kepler-1433 b,Transit,1,4.13592271,,,1328,,6097,1.14,Kepler,,,,10-05-2016
1927,Kepler-1434,Kepler-1434 b,Transit,1,8.05333618,,,680,793.04,6291,1.47,Kepler,,,,10-05-2016
1928,Kepler-1435,Kepler-1435 b,Transit,1,4.45343281,,,681,718.73,6356,1.21,Kepler,,,,10-05-2016
1929,Kepler-1436,Kepler-1436 b,Transit,1,9.705716,,,1142,2728.9,5972,1.06,Kepler,,,,10-05-2016
1930,Kepler-1437,Kepler-1437 b,Transit,1,10.9295461,,,1182,2252.62,5557,0.93,Kepler,,,,10-05-2016
1931,Kepler-1438,Kepler-1438 b,Transit,1,2.31942009,,,866,1191.44,5530,0.97,Kepler,,,,10-05-2016
1932,Kepler-1439,Kepler-1439 b,Transit,1,8.07392849,,,215,226.83,3578,0.46,Kepler,,,,10-05-2016
1933,Kepler-144,Kepler-144 b,Transit,2,5.885273,0.066,,389.22,389.22,6075,,Kepler,,,,14-05-2014
1934,Kepler-144,Kepler-144 c,Transit,2,10.104665,0.094,,389.22,389.22,6075,,Kepler,,,,14-05-2014
1935,Kepler-1440,Kepler-1440 b,Transit,1,39.859484,,,685,1152.29,5698,0.98,Kepler,,,,10-05-2016
1936,Kepler-1441,Kepler-1441 b,Transit,1,39.4419839,,,751,1146.87,5802,1,Kepler,,,,10-05-2016
1937,Kepler-1442,Kepler-1442 b,Transit,1,81.4162941,,,525,619.43,6394,1.34,Kepler,,,,10-05-2016
1938,Kepler-1443,Kepler-1443 b,Transit,1,2.41811321,,,475,603.06,6289,1.19,Kepler,,,,10-05-2016
1939,Kepler-1444,Kepler-1444 b,Transit,1,33.42035034,,,340,322.64,5810,1.03,Kepler,,,,10-05-2016
1940,Kepler-1445,Kepler-1445 b,Transit,1,10.60052251,,,482,513.78,6150,1.13,Kepler,,,,10-05-2016
1941,Kepler-1446,Kepler-1446 b,Transit,1,0.68996783,,,162,152.74,4865,0.81,Kepler,,,,10-05-2016
1942,Kepler-1447,Kepler-1447 b,Transit,1,56.6747285,,,871,913.59,5722,0.97,Kepler,,,,10-05-2016
1943,Kepler-1448,Kepler-1448 b,Transit,1,12.27065865,,,786,786.29,5774,0.95,Kepler,,,,10-05-2016
1944,Kepler-1449,Kepler-1449 b,Transit,1,13.2274528,,,1321,2132.32,5979,1.08,Kepler,,,,10-05-2016
1945,Kepler-145,Kepler-145 b,Transit,2,22.951,,0.117,576.15,576.15,6022,1.28,Kepler,,,,14-05-2014
1946,Kepler-145,Kepler-145 c,Transit,2,42.882,,0.25,576.15,576.15,6022,1.28,Kepler,,,,14-05-2014
1947,Kepler-1450,Kepler-1450 b,Transit,1,54.5094166,,,490,513.18,4524,0.71,Kepler,,,,10-05-2016
1948,Kepler-1451,Kepler-1451 b,Transit,1,35.622233,,,1159,1091.1,5782,1,Kepler,,,,10-05-2016
1949,Kepler-1452,Kepler-1452 b,Transit,1,42.913751,,,974,1025.61,6101,1.41,Kepler,,,,10-05-2016
1950,Kepler-1453,Kepler-1453 b,Transit,1,47.1611696,,,1284,1238.22,5665,0.97,Kepler,,,,10-05-2016
1951,Kepler-1454,Kepler-1454 b,Transit,1,47.0319479,,,795,798.35,5448,0.9,Kepler,,,,10-05-2016
1952,Kepler-1455,Kepler-1455 b,Transit,1,49.276764,,,392,361.24,4075,0.62,Kepler,,,,10-05-2016
1953,Kepler-1456,Kepler-1456 b,Transit,1,18.1373829,,,379,374.26,4231,0.64,Kepler,,,,10-05-2016
1954,Kepler-1457,Kepler-1457 b,Transit,1,51.1110243,,,728,913.3,5866,1.01,Kepler,,,,10-05-2016
1955,Kepler-1458,Kepler-1458 b,Transit,1,47.9872764,,,642,553.12,5653,0.96,Kepler,,,,10-05-2016
1956,Kepler-1459,Kepler-1459 b,Transit,1,62.8691611,,,435,461.52,4828,0.78,Kepler,,,,10-05-2016
1957,Kepler-146,Kepler-146 b,Transit,2,31.158799,0.2,,731.81,731.81,5948,,Kepler,,,,14-05-2014
1958,Kepler-146,Kepler-146 c,Transit,2,76.732171,0.364,,731.81,731.81,5948,,Kepler,,,,14-05-2014
1959,Kepler-1460,Kepler-1460 b,Transit,1,29.9633247,,,574,562,4422,0.7,Kepler,,,,10-05-2016
1960,Kepler-1461,Kepler-1461 b,Transit,1,29.3494775,,,752,692.4,4919,0.79,Kepler,,,,10-05-2016
1961,Kepler-1462,Kepler-1462 b,Transit,1,65.6488341,,,1368,1045.49,5756,1,Kepler,,,,10-05-2016
1962,Kepler-1463,Kepler-1463 b,Transit,1,25.15864,,,1341,1769.41,5679,0.96,Kepler,,,,10-05-2016
1963,Kepler-1464,Kepler-1464 b,Transit,2,31.7785901,,,692,1191.23,5828,1.02,Kepler,,,,10-05-2016
1964,Kepler-1464,Kepler-1464 c,Transit,2,5.32786292,,,692,1191.23,5828,1.02,Kepler,,,,10-05-2016
1965,Kepler-1465,Kepler-1465 b,Transit,1,31.8277111,,,350,362.82,4726,0.75,Kepler,,,,10-05-2016
1966,Kepler-1466,Kepler-1466 b,Transit,1,31.1750448,,,686,643.67,5884,1.01,Kepler,,,,10-05-2016
1967,Kepler-1467,Kepler-1467 b,Transit,1,47.0569043,,,890,873.78,5332,0.86,Kepler,,,,10-05-2016
1968,Kepler-1468,Kepler-1468 b,Transit,2,8.23984869,,,1130,2006.55,5893,1.04,Kepler,,,,10-05-2016
1969,Kepler-1468,Kepler-1468 c,Transit,2,3.54553021,,,1130,2006.55,5893,1.04,Kepler,,,,10-05-2016
1970,Kepler-1469,Kepler-1469 b,Transit,1,21.8635301,,,1255,1196.85,5507,0.92,Kepler,,,,10-05-2016
1971,Kepler-147,Kepler-147 b,Transit,2,12.610584,0.113,,1073.89,1073.89,6012,,Kepler,,,,14-05-2014
1972,Kepler-147,Kepler-147 c,Transit,2,33.416423,0.216,,1073.89,1073.89,6012,,Kepler,,,,14-05-2014
1973,Kepler-1470,Kepler-1470 b,Transit,1,16.2950903,,,569,600.72,4961,0.8,Kepler,,,,10-05-2016
1974,Kepler-1471,Kepler-1471 b,Transit,1,3.63899398,,,1059,1006.67,5660,0.95,Kepler,,,,10-05-2016
1975,Kepler-1472,Kepler-1472 b,Transit,1,38.1312831,,,1269,1544.59,6159,1.16,Kepler,,,,10-05-2016
1976,Kepler-1473,Kepler-1473 b,Transit,1,14.4273551,,,625,664.75,6046,1.09,Kepler,,,,10-05-2016
1977,Kepler-1474,Kepler-1474 b,Transit,1,36.4333452,,,1214,1220.76,5870,1.04,Kepler,,,,10-05-2016
1978,Kepler-1475,Kepler-1475 b,Transit,1,82.177374,,,1714,1638.99,6214,1.18,Kepler,,,,10-05-2016
1979,Kepler-1476,Kepler-1476 b,Transit,1,10.35863224,,,1218,1032.1,5663,0.98,Kepler,,,,10-05-2016
1980,Kepler-1477,Kepler-1477 b,Transit,1,11.55530021,,,525,694.42,5100,0.81,Kepler,,,,10-05-2016
1981,Kepler-1478,Kepler-1478 b,Transit,1,26.0840594,,,1405,1946.73,5904,1.04,Kepler,,,,10-05-2016
1982,Kepler-1479,Kepler-1479 b,Transit,1,14.53261362,,,619,744.28,5796,0.99,Kepler,,,,10-05-2016
1983,Kepler-148,Kepler-148 b,Transit,3,1.729366,0.028,,809.42,809.42,5272,,Kepler,,,,14-05-2014
1984,Kepler-148,Kepler-148 c,Transit,3,4.180043,0.05,,809.42,809.42,5272,,Kepler,,,,14-05-2014
1985,Kepler-148,Kepler-148 d,Transit,3,51.84688575,,,809.42,809.42,5272,,Kepler,,,,10-05-2016
1986,Kepler-1480,Kepler-1480 b,Transit,1,22.12679948,,,540,508.21,5156,0.85,Kepler,,,,10-05-2016
1987,Kepler-1481,Kepler-1481 b,Transit,1,5.94220998,,,493,465.2,4908,0.8,Kepler,,,,10-05-2016
1988,Kepler-1482,Kepler-1482 b,Transit,1,12.25383217,,,442,576.76,5381,0.88,Kepler,,,,10-05-2016
1989,Kepler-1483,Kepler-1483 b,Transit,1,9.5085156,,,1327,1321.28,6337,1.25,Kepler,,,,10-05-2016
1990,Kepler-1484,Kepler-1484 b,Transit,1,30.4549136,,,1095,3058.65,5730,0.94,Kepler,,,,10-05-2016
1991,Kepler-1485,Kepler-1485 b,Transit,1,19.9157725,,,550,626.74,6087,1.11,Kepler,,,,10-05-2016
1992,Kepler-1486,Kepler-1486 b,Transit,1,54.6495759,,,1465,1864.45,5965,1.08,Kepler,,,,10-05-2016
1993,Kepler-1487,Kepler-1487 b,Transit,1,7.31946363,,,1094,1044.83,6541,1.38,Kepler,,,,10-05-2016
1994,Kepler-1488,Kepler-1488 b,Transit,1,39.8189932,,,618,930.13,5820,1.05,Kepler,,,,10-05-2016
1995,Kepler-1489,Kepler-1489 b,Transit,1,82.294751,,,870,1332.14,5655,0.93,Kepler,,,,10-05-2016
1996,Kepler-149,Kepler-149 b,Transit,3,29.198943,0.184,,580.57,580.57,5381,,Kepler,,,,14-05-2014
1997,Kepler-149,Kepler-149 c,Transit,3,55.328328,0.281,,580.57,580.57,5381,,Kepler,,,,14-05-2014
1998,Kepler-149,Kepler-149 d,Transit,3,160.018032,0.571,,580.57,580.57,5381,,Kepler,,,,14-05-2014
1999,Kepler-1490,Kepler-1490 b,Transit,1,92.4362973,,,968,884.2,5515,0.9,Kepler,,,,10-05-2016
2000,Kepler-1491,Kepler-1491 b,Transit,1,16.5861762,,,1312,2196.07,5728,1,Kepler,,,,10-05-2016
2001,Kepler-1492,Kepler-1492 b,Transit,1,16.75255007,,,371,334.75,4712,0.77,Kepler,,,,10-05-2016
2002,Kepler-1493,Kepler-1493 b,Transit,1,15.0217983,,,572,525.91,5863,1.06,Kepler,,,,10-05-2016
2003,Kepler-1494,Kepler-1494 b,Transit,1,91.080482,,,1059,1334.72,5659,0.96,Kepler,,,,10-05-2016
2004,Kepler-1495,Kepler-1495 b,Transit,1,85.273256,,,1307,,5831,1.03,Kepler,,,,10-05-2016
2005,Kepler-1496,Kepler-1496 b,Transit,1,64.6588017,,,1293,1358.57,6182,1.18,Kepler,,,,10-05-2016
2006,Kepler-1497,Kepler-1497 b,Transit,1,8.74199772,,,1122,21448.65,5675,0.96,Kepler,,,,10-05-2016
2007,Kepler-1498,Kepler-1498 b,Transit,1,48.051405,,,740,954.18,5256,0.86,Kepler,,,,10-05-2016
2008,Kepler-1499,Kepler-1499 b,Transit,1,44.2008,,,310,312.67,5097,0.82,Kepler,,,,10-05-2016
2009,Kepler-15,Kepler-15 b,Transit,1,4.942782,0.05714,0.66,755.38,755.38,5515,1.02,Kepler,,,,14-05-2014
2010,Kepler-150,Kepler-150 b,Transit,5,3.428054,0.044,,914.4,914.4,5560,,Kepler,,,,14-05-2014
2011,Kepler-150,Kepler-150 c,Transit,5,7.381998,0.073,,914.4,914.4,5560,,Kepler,,,,14-05-2014
2012,Kepler-150,Kepler-150 d,Transit,5,12.56093,0.104,,914.4,914.4,5560,,Kepler,,,,14-05-2014
2013,Kepler-150,Kepler-150 e,Transit,5,30.826557,0.189,,914.4,914.4,5560,,Kepler,,,,14-05-2014
2014,Kepler-150,Kepler-150 f,Transit,5,637.2093,1.24,,914.4,914.4,5560,,Kepler,,,,13-04-2017
2015,Kepler-1500,Kepler-1500 b,Transit,1,15.0330105,,,904,1261.68,5845,1,Kepler,,,,10-05-2016
2016,Kepler-1501,Kepler-1501 b,Transit,1,14.5564533,,,888,765.61,6229,1.2,Kepler,,,,10-05-2016
2017,Kepler-1502,Kepler-1502 b,Transit,1,41.7083629,,,1540,1581.53,6666,1.44,Kepler,,,,10-05-2016
2018,Kepler-1503,Kepler-1503 b,Transit,1,96.16987,,,850,1267.77,5069,0.77,Kepler,,,,10-05-2016
2019,Kepler-1504,Kepler-1504 b,Transit,1,82.304003,,,1029,2636.87,5393,0.85,Kepler,,,,10-05-2016
2020,Kepler-1505,Kepler-1505 b,Transit,1,30.8609366,,,359,502.14,5686,0.93,Kepler,,,,10-05-2016
2021,Kepler-1506,Kepler-1506 b,Transit,1,14.0329154,,,1318,2543.82,5676,0.95,Kepler,,,,10-05-2016
2022,Kepler-1507,Kepler-1507 b,Transit,1,16.0506213,,,342,323.47,5410,0.89,Kepler,,,,10-05-2016
2023,Kepler-1508,Kepler-1508 b,Transit,1,20.7056504,,,892,1306.9,6158,1.14,Kepler,,,,10-05-2016
2024,Kepler-1509,Kepler-1509 b,Transit,1,25.4338197,,,1277,2128.68,5780,1,Kepler,,,,10-05-2016
2025,Kepler-151,Kepler-151 b,Transit,2,15.228958,0.116,,662.19,662.19,5460,,Kepler,,,,14-05-2014
2026,Kepler-151,Kepler-151 c,Transit,2,24.674612,0.16,,662.19,662.19,5460,,Kepler,,,,14-05-2014
2027,Kepler-1510,Kepler-1510 b,Transit,1,84.703921,,,1615,1780.47,6200,1.19,Kepler,,,,10-05-2016
2028,Kepler-1511,Kepler-1511 b,Transit,1,23.2382792,,,897,1541.25,6064,1.17,Kepler,,,,10-05-2016
2029,Kepler-1512,Kepler-1512 b,Transit,1,20.35972599,,,162,315.28,4372,0.73,Kepler,,,,10-05-2016
2030,Kepler-1513,Kepler-1513 b,Transit,1,160.8846509,,,384,352.79,5617,0.99,Kepler,,,,10-05-2016
2031,Kepler-1514,Kepler-1514 b,Transit,1,217.8317626,,,379,401.85,6251,1.21,Kepler,,,,10-05-2016
2032,Kepler-1515,Kepler-1515 b,Transit,1,214.3114164,,,504,547.78,6511,1.3,Kepler,,,,10-05-2016
2033,Kepler-1516,Kepler-1516 b,Transit,1,7.25931979,,,872,1413.79,5904,1.04,Kepler,,,,10-05-2016
2034,Kepler-1517,Kepler-1517 b,Transit,1,5.54608367,,,869,868.39,7010,1.58,Kepler,,,,10-05-2016
2035,Kepler-1518,Kepler-1518 b,Transit,1,5.11177904,,,1140,927.58,6846,1.54,Kepler,,,,10-05-2016
2036,Kepler-1519,Kepler-1519 b,Transit,1,240.7989397,,,858,1503.43,5644,0.94,Kepler,,,,10-05-2016
2037,Kepler-152,Kepler-152 b,Transit,2,18.207973,0.124,,446.77,446.77,5088,,Kepler,,,,14-05-2014
2038,Kepler-152,Kepler-152 c,Transit,2,88.255055,0.356,,446.77,446.77,5088,,Kepler,,,,14-05-2014
2039,Kepler-1520,Kepler-1520 b,Transit,1,0.65355357,,,636,618.56,4677,0.76,Kepler,,,,10-05-2016
2040,Kepler-1521,Kepler-1521 b,Transit,1,47.14840805,,,227,208.22,5042,0.81,Kepler,,,,10-05-2016
2041,Kepler-1522,Kepler-1522 b,Transit,1,1.84788917,,,690,833.66,5706,0.96,Kepler,,,,10-05-2016
2042,Kepler-1523,Kepler-1523 b,Transit,1,0.93875077,,,918,887.36,5708,0.97,Kepler,,,,10-05-2016
2043,Kepler-1524,Kepler-1524 b,Transit,1,70.9674603,,,506,386,6179,1.17,Kepler,,,,10-05-2016
2044,Kepler-1525,Kepler-1525 b,Transit,1,2.41660118,,,396,387.25,5748,1.07,Kepler,,,,10-05-2016
2045,Kepler-1526,Kepler-1526 b,Transit,1,3.908632,,,576,564.41,4601,0.73,Kepler,,,,10-05-2016
2046,Kepler-1527,Kepler-1527 b,Transit,1,160.129918,,,1560,1941.65,6224,1.21,Kepler,,,,10-05-2016
2047,Kepler-1528,Kepler-1528 b,Transit,1,1.79111021,,,916,837.2,5857,1.03,Kepler,,,,10-05-2016
2048,Kepler-1529,Kepler-1529 b,Transit,1,5.33905686,,,683,673.68,5048,0.81,Kepler,,,,10-05-2016
2049,Kepler-153,Kepler-153 b,Transit,2,18.870227,0.129,,465.53,465.53,5404,,Kepler,,,,14-05-2014
2050,Kepler-153,Kepler-153 c,Transit,2,46.90232,0.237,,465.53,465.53,5404,,Kepler,,,,14-05-2014
2051,Kepler-1530,Kepler-1530 b,Transit,2,2.5904434,,,552,496.89,5477,0.92,Kepler,,,,10-05-2016
2052,Kepler-1530,Kepler-1530 c,Transit,2,5.3227406,,,552,496.89,5477,0.92,Kepler,,,,10-05-2016
2053,Kepler-1531,Kepler-1531 b,Transit,1,1.13854338,,,670,679.41,6260,1.16,Kepler,,,,10-05-2016
2054,Kepler-1532,Kepler-1532 b,Transit,1,1.09366356,,,824,816.72,5559,0.91,Kepler,,,,10-05-2016
2055,Kepler-1533,Kepler-1533 b,Transit,1,308.5471,,,852,994.21,6431,1.31,Kepler,,,,10-05-2016
2056,Kepler-1534,Kepler-1534 b,Transit,1,5.71668872,,,1107,,5442,0.9,Kepler,,,,10-05-2016
2057,Kepler-1535,Kepler-1535 b,Transit,1,138.9442,,,879,921.5,6021,1.08,Kepler,,,,10-05-2016
2058,Kepler-1536,Kepler-1536 b,Transit,1,364.758031,,,401,391.56,4434,0.71,Kepler,,,,10-05-2016
2059,Kepler-1537,Kepler-1537 b,Transit,1,1.4444538,,,503,525.06,5079,0.81,Kepler,,,,10-05-2016
2060,Kepler-1538,Kepler-1538 b,Transit,1,175.138819,,,1291,1162.68,5837,1.03,Kepler,,,,10-05-2016
2061,Kepler-1539,Kepler-1539 b,Transit,1,133.3036741,,,788,764.52,5176,0.84,Kepler,,,,10-05-2016
2062,Kepler-154,Kepler-154 b,Transit,5,33.040532,0.198,,939.89,939.89,5690,,Kepler,,,,14-05-2014
2063,Kepler-154,Kepler-154 c,Transit,5,62.303276,0.303,,939.89,939.89,5690,,Kepler,,,,14-05-2014
2064,Kepler-154,Kepler-154 d,Transit,5,20.54981883,,,939.89,939.89,5690,,Kepler,,,,10-05-2016
2065,Kepler-154,Kepler-154 e,Transit,5,3.93276465,,,939.89,939.89,5690,,Kepler,,,,10-05-2016
2066,Kepler-154,Kepler-154 f,Transit,5,9.91935684,,,939.89,939.89,5690,,Kepler,,,,10-05-2016
2067,Kepler-1540,Kepler-1540 b,Transit,1,125.4131177,,,262,246.71,4540,0.74,Kepler,,,,10-05-2016
2068,Kepler-1541,Kepler-1541 b,Transit,1,8.40691199,,,414,421.77,5282,0.86,Kepler,,,,10-05-2016
2069,Kepler-1542,Kepler-1542 b,Transit,4,3.95116882,,,336,403.73,5564,0.94,Kepler,,,,10-05-2016
2070,Kepler-1542,Kepler-1542 c,Transit,4,2.89223021,,,336,403.73,5564,0.94,Kepler,,,,10-05-2016
2071,Kepler-1542,Kepler-1542 d,Transit,4,5.99273738,,,336,403.73,5564,0.94,Kepler,,,,10-05-2016
2072,Kepler-1542,Kepler-1542 e,Transit,4,5.10115756,,,336,403.73,5564,0.94,Kepler,,,,10-05-2016
2073,Kepler-1543,Kepler-1543 b,Transit,1,6.96710269,,,1114,946.81,6561,1.39,Kepler,,,,10-05-2016
2074,Kepler-1544,Kepler-1544 b,Transit,1,168.811174,,,349,338.36,4886,0.81,Kepler,,,,10-05-2016
2075,Kepler-1545,Kepler-1545 b,Transit,1,163.692349,,,688,745.39,5201,0.84,Kepler,,,,10-05-2016
2076,Kepler-1546,Kepler-1546 b,Transit,1,19.5974971,,,994,956.98,5623,0.95,Kepler,,,,10-05-2016
2077,Kepler-1547,Kepler-1547 b,Transit,1,0.69297968,,,665,688.09,6078,1.12,Kepler,,,,10-05-2016
2078,Kepler-1548,Kepler-1548 b,Transit,1,124.828679,,,1150,894.53,5706,0.99,Kepler,,,,10-05-2016
2079,Kepler-1549,Kepler-1549 b,Transit,1,214.886545,,,792,821.84,5324,0.88,Kepler,,,,10-05-2016
2080,Kepler-155,Kepler-155 b,Transit,2,5.931194,0.056,,295.99,295.99,4508,,Kepler,,,,14-05-2014
2081,Kepler-155,Kepler-155 c,Transit,2,52.661793,0.242,,295.99,295.99,4508,,Kepler,,,,14-05-2014
2082,Kepler-1550,Kepler-1550 b,Transit,1,225.582809,,,1202,1220.03,5991,1.07,Kepler,,,,10-05-2016
2083,Kepler-1551,Kepler-1551 b,Transit,1,24.4973698,,,1560,1525.93,6136,1.14,Kepler,,,,10-05-2016
2084,Kepler-1552,Kepler-1552 b,Transit,1,184.771853,,,618,786.31,5202,0.85,Kepler,,,,10-05-2016
2085,Kepler-1553,Kepler-1553 b,Transit,1,4.24261881,,,719,706.48,5288,0.85,Kepler,,,,10-05-2016
2086,Kepler-1554,Kepler-1554 b,Transit,1,198.088774,,,982,972.65,5297,0.84,Kepler,,,,10-05-2016
2087,Kepler-1555,Kepler-1555 b,Transit,1,8.10501635,,,1382,2140.93,5866,1.04,Kepler,,,,10-05-2016
2088,Kepler-1556,Kepler-1556 b,Transit,1,8.82713457,,,1060,970.46,5608,0.97,Kepler,,,,10-05-2016
2089,Kepler-1557,Kepler-1557 b,Transit,1,3.74032496,,,1532,1436.56,6099,1.11,Kepler,,,,10-05-2016
2090,Kepler-1558,Kepler-1558 b,Transit,1,3.50470358,,,343,328.83,5101,0.83,Kepler,,,,10-05-2016
2091,Kepler-1559,Kepler-1559 b,Transit,1,0.97191543,,,580,625.76,5316,0.86,Kepler,,,,10-05-2016
2092,Kepler-156,Kepler-156 b,Transit,2,4.973456,0.054,,449.22,449.22,5094,,Kepler,,,,14-05-2014
2093,Kepler-156,Kepler-156 c,Transit,2,15.906801,0.117,,449.22,449.22,5094,,Kepler,,,,14-05-2014
2094,Kepler-1560,Kepler-1560 b,Transit,1,3.03195744,,,529,509.87,5815,1.02,Kepler,,,,10-05-2016
2095,Kepler-1561,Kepler-1561 b,Transit,1,1.00520701,,,993,859.36,5957,1.07,Kepler,,,,10-05-2016
2096,Kepler-1562,Kepler-1562 b,Transit,1,64.2737752,,,1315,2190.84,5760,1.02,Kepler,,,,10-05-2016
2097,Kepler-1563,Kepler-1563 b,Transit,1,3.43276598,,,547,1697.74,5765,1,Kepler,,,,10-05-2016
2098,Kepler-1564,Kepler-1564 b,Transit,1,18.0540381,,,872,933,5528,0.93,Kepler,,,,10-05-2016
2099,Kepler-1565,Kepler-1565 b,Transit,1,1.53818844,,,657,641.29,4940,0.76,Kepler,,,,10-05-2016
2100,Kepler-1566,Kepler-1566 b,Transit,1,0.53991524,,,511,472.94,5254,0.84,Kepler,,,,10-05-2016
2101,Kepler-1567,Kepler-1567 b,Transit,1,153.979578,,,1226,1248.79,5655,0.95,Kepler,,,,10-05-2016
